x,y,z,Label
0.0,0.0,0.0,bump
-0.1267886161804199,-0.0094032287597656,0.0019879341125488,bump
-0.2665642499923706,0.1053934097290039,-0.0720787048339843,bump
-0.3794798254966736,0.3155555725097656,-0.2181463241577148,bump
-0.192907452583313,0.5671701431274414,-0.0469274520874023,bump
0.0262103378772735,0.4321546554565429,0.2860751152038574,bump
0.2519317865371704,0.1647663116455078,0.7796115875244141,bump
0.5061355233192444,-0.1089649200439453,1.069319248199463,bump
0.621727705001831,-0.4158430099487304,0.8589563369750977,bump
0.5145289301872253,-0.8239650726318359,0.2183208465576172,bump
0.4158774018287658,-1.1175527572631836,-0.7351670265197754,bump
0.5044786334037781,-1.0535392761230469,-1.7792539596557615,bump
0.7172260880470276,-0.7255563735961914,-2.243659019470215,bump
0.7014753222465515,-0.3926019668579101,-1.4100894927978516,bump
0.627049446105957,-0.3024969100952148,0.5044851303100586,bump
0.5108828544616699,-0.6320877075195312,1.9752912521362305,bump
0.3227379322052002,-1.225057601928711,2.876209259033203,bump
-0.0531036853790283,-1.8710780143737795,3.3715877532958984,bump
-0.6159435510635376,-2.492253303527832,4.123541831970215,bump
-1.203456163406372,-3.461939811706543,3.953798294067383,bump
-1.8818492889404297,-4.547932624816895,2.0299386978149414,bump
-2.362711906433105,-5.118736267089844,-0.213510513305664,bump
-2.60798454284668,-4.99808931350708,-2.300502300262451,bump
-2.6481666564941406,-4.437816619873047,-3.3847246170043945,bump
-2.592454433441162,-3.8970589637756343,-3.574246883392334,bump
-2.362281084060669,-3.5242271423339844,-3.3407182693481445,bump
-1.514589548110962,-3.118986129760742,-2.9904427528381348,bump
-0.1487965583801269,-2.59497618675232,-2.617931365966797,bump
1.3486535549163818,-1.862147331237793,-2.159534454345703,bump
2.55534291267395,-1.246485710144043,-1.6586570739746094,bump
3.214350461959839,-1.007509708404541,-1.117508888244629,bump
3.466502904891968,-1.054551601409912,-0.4810099601745605,bump
3.0525388717651367,-1.0703988075256348,0.2234225273132324,bump
2.400819063186645,-1.1159939765930176,1.1035418510437012,bump
1.6179068088531494,-1.2465016841888428,1.620744705200195,bump
0.380720853805542,-1.9243125915527344,1.8047208786010744,bump
-0.9342867136001588,-3.328577995300293,1.9295568466186523,bump
-1.966694474220276,-4.682875633239746,0.7946281433105469,bump
-2.3010854721069336,-4.804651260375977,-1.4351496696472168,bump
-2.0470519065856934,-4.062069892883301,-2.687338829040528,bump
-1.256004810333252,-2.7138993740081787,-2.591471672058105,bump
0.0064482688903808,-0.8526318073272705,-1.925470352172852,bump
0.8197042942047119,0.6017515659332275,-0.7613019943237305,bump
1.2326266765594482,1.2278590202331543,1.1335439682006836,bump
1.4050869941711426,0.985255241394043,2.977766990661621,bump
1.3088555335998535,0.1087613105773925,3.681659698486328,bump
0.9975979328155518,-1.0498623847961426,2.991497039794922,bump
0.5730874538421631,-2.0346550941467285,1.099665641784668,bump
0.3017985820770263,-2.4286062717437744,-1.2097902297973633,bump
-0.1539995670318603,-2.166534185409546,-3.1227264404296875,bump
-0.6511437892913818,-2.0465188026428223,-4.336105823516846,bump
-0.993295192718506,-1.9371870756149288,-4.392359733581543,bump
-1.5691630840301514,-2.095372676849365,-3.878411769866944,bump
-1.0425877571105957,-2.5579092502593994,-3.382285594940185,bump
0.0511579513549804,-2.703086853027344,-2.228713035583496,bump
0.8146755695343018,-2.662862777709961,-0.9089984893798828,bump
0.9473221302032472,-1.971150279045105,-0.4470710754394531,bump
0.6363155841827393,-1.359196662902832,-0.4784307479858398,bump
0.1054036617279052,-2.0579020977020264,-0.972881317138672,bump
0.1566827297210693,-2.3079566955566406,-1.1973590850830078,bump
0.148237943649292,-2.783174991607666,-0.2985944747924804,bump
0.8064579963684082,-2.744333982467652,0.4772853851318359,bump
1.4188451766967771,-2.318805932998657,1.272883415222168,bump
2.01041316986084,-1.4311788082122805,1.832685470581055,bump
2.359705209732056,-0.8546922206878662,2.1978721618652344,bump
2.306325674057007,-0.9000105857849121,2.026164054870605,bump
2.103992462158203,-1.218594312667847,0.8530378341674805,bump
2.14579439163208,-1.6109399795532229,-0.2868833541870117,bump
2.141233205795288,-1.8314324617385864,0.5389003753662109,bump
1.6238017082214355,-1.5513520240783691,2.501323699951172,bump
0.9288971424102784,-1.0358248949050903,3.2890520095825195,bump
0.2743492126464844,-0.585747480392456,2.4986963272094727,bump
-0.0914149284362793,-1.3040350675582886,1.3998088836669922,bump
0.0616238117218017,-2.0340700149536133,0.9234905242919922,bump
0.0706648826599121,-2.3159611225128174,0.02386474609375,bump
0.4715218544006347,-2.22925877571106,-1.373034954071045,bump
1.00964617729187,-1.947743773460388,-2.153780937194824,bump
1.648212194442749,-1.5429171323776243,-1.8381705284118648,bump
1.2836923599243164,-5.245694637298584,14.655583381652832,bump
1.8559980392456052,-3.774581670761109,0.0211515426635742,bump
2.0258913040161133,-2.732426404953003,-2.280233383178711,bump
1.560415744781494,-2.357418775558472,1.2051572799682615,bump
0.937734603881836,-1.5365235805511477,-0.1807613372802734,bump
-0.0221433639526367,-1.2302147150039673,-0.1983222961425781,bump
-1.5242526531219482,-1.8044241666793823,2.832850456237793,bump
-2.4110445976257324,-2.287052869796753,1.936182975769043,bump
-3.1492257118225098,-2.4788663387298584,1.8007774353027344,bump
-4.136983871459961,-2.0817651748657227,2.08161735534668,bump
-4.003495693206787,-2.4541802406311035,2.514887809753418,bump
-3.5709660053253174,-2.573120355606079,0.7469682693481445,bump
-2.989569902420044,-2.713792085647583,-0.9258975982666016,bump
-1.6717534065246582,-1.859931230545044,-2.1909074783325195,bump
-0.0582833290100097,-0.1015346050262451,-2.875546455383301,bump
0.5417313575744629,0.7224060893058777,-1.7900571823120115,bump
-0.2126092910766601,0.6716160774230957,-1.6906843185424805,bump
0.6773276329040527,0.6623133420944214,-0.9826359748840332,bump
1.303908109664917,0.3334114253520965,-1.871531963348389,bump
4.012590408325195,-1.0686595439910889,-0.2306365966796875,bump
6.797600269317627,-0.1470988094806671,1.5290098190307615,bump
1.7553939819335938,-0.7914341688156128,0.3784160614013672,bump
0.1199694871902465,0.2242901921272277,-0.1394643783569336,bump
-0.1340211629867553,0.0665085315704345,1.4770574569702148,bump
-0.9675767421722412,-0.1854835748672485,0.948040008544922,bump
-1.037726640701294,-0.1533241271972656,0.7254867553710938,bump
-0.4824532866477966,-0.1828201413154602,-0.1414661407470703,bump
-0.6113170385360718,-0.2695645689964294,-0.1273326873779297,bump
-0.538962721824646,-0.0732771754264831,0.0022335052490234,bump
-0.4807524085044861,0.2109011113643646,0.0178327560424804,bump
-0.4401808381080627,-0.9022335410118104,1.238080978393555,bump
-0.4580429196357727,0.8962079286575317,1.1320161819458008,bump
-0.6687164306640625,0.7354529500007629,-1.848081111907959,bump
0.5439714193344116,-0.686499834060669,-0.3349065780639648,bump
-0.2372716665267944,-2.030979633331299,3.850658416748047,bump
1.9588842391967771,-0.6805769205093384,8.225082397460938,bump
